=== KẾT QUẢ ĐÁNH GIÁ HỆ THỐNG ===
Tổng số ảnh đánh giá: 1483
Top-1 Accuracy : 0.7087
Top-5 Accuracy : 0.7539
Macro Precision: 0.9317
Macro Recall   : 0.7089
Tổng thời gian : 159.6s
TB mỗi query   : 107.6ms

=== CHI TIẾT ===
File: 10__M_Left_index_finger_CR.BMP | True ID: 10 | Top 1: 10 | Top 5: [10, 287, 187, 297, 148] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_index_finger_CR.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 37, 64, 263, 300] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_index_finger_Obl.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 37, 64, 190, 300] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_index_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 37, 64, 263, 300] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_little_finger_CR.BMP | True ID: 34 | Top 1: 3 | Top 5: [3, 69, 120, 128, 47] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Left_little_finger_Obl.BMP | True ID: 34 | Top 1: 237 | Top 5: [237, 84, 173, 175, 245] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Left_little_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 205, 241, 105, 110] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_middle_finger_CR.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 152, 71, 38, 32] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_middle_finger_Obl.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 152, 71, 38, 32] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_middle_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 152, 71, 32, 38] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_ring_finger_CR.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 16, 291, 60, 220] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_ring_finger_Obl.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 8, 291, 238, 151] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_ring_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 16, 291, 60, 220] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Left_thumb_finger_CR.BMP | True ID: 34 | Top 1: 281 | Top 5: [281, 251, 248, 260, 50] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Left_thumb_finger_Obl.BMP | True ID: 34 | Top 1: 167 | Top 5: [167, 223, 63, 23, 19] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Left_thumb_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 154, 3, 258, 21] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_index_finger_CR.BMP | True ID: 34 | Top 1: 83 | Top 5: [83, 52, 243, 187, 260] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_index_finger_Obl.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 121, 69, 126, 48] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_index_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 121, 126, 69, 48] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_little_finger_CR.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 173, 157, 38, 33] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_little_finger_Obl.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 82, 269, 37, 157] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_little_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 173, 49, 137, 178] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_middle_finger_CR.BMP | True ID: 34 | Top 1: 275 | Top 5: [275, 188, 254, 275, 78] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_middle_finger_Obl.BMP | True ID: 34 | Top 1: 137 | Top 5: [137, 33, 247, 224, 172] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_middle_finger_Zcut.BMP | True ID: 34 | Top 1: 275 | Top 5: [275, 188, 254, 275, 78] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_ring_finger_CR.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 217, 174, 119, 60] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_ring_finger_Obl.BMP | True ID: 34 | Top 1: 199 | Top 5: [199, 256, 290, 155, 108] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_ring_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 217, 60, 174, 119] | Top-1 Đúng: True | Top-5 Đúng: True
File: 34__M_Right_thumb_finger_CR.BMP | True ID: 34 | Top 1: 227 | Top 5: [227, 94, 39, 150, 111] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_thumb_finger_Obl.BMP | True ID: 34 | Top 1: 227 | Top 5: [227, 150, 111, 39, 42] | Top-1 Đúng: False | Top-5 Đúng: False
File: 34__M_Right_thumb_finger_Zcut.BMP | True ID: 34 | Top 1: 34 | Top 5: [34, 188, 283, 37, 78] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_index_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 79, 39, 146, 229] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_index_finger_Obl.BMP | True ID: 35 | Top 1: 75 | Top 5: [75, 152, 74, 77, 131] | Top-1 Đúng: False | Top-5 Đúng: False
File: 35__M_Left_index_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 79, 39, 150, 146] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_little_finger_CR.BMP | True ID: 35 | Top 1: 241 | Top 5: [241, 183, 205, 34, 239] | Top-1 Đúng: False | Top-5 Đúng: False
File: 35__M_Left_little_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 268, 163, 85, 267] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_little_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 85, 80, 269, 89] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_middle_finger_CR.BMP | True ID: 35 | Top 1: 181 | Top 5: [181, 57, 11, 54, 189] | Top-1 Đúng: False | Top-5 Đúng: False
File: 35__M_Left_middle_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 258, 200, 260, 41] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_middle_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 215, 75, 41, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_ring_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 197, 134, 139, 28] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_ring_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 197, 139, 134, 159] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_ring_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 197, 134, 159, 28] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_thumb_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 175, 197, 236, 76] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_thumb_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 175, 197, 236, 76] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Left_thumb_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 175, 197, 236, 76] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_index_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 251, 78, 37, 10] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_index_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 283, 251, 104, 37] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_index_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 78, 251, 37, 191] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_little_finger_CR.BMP | True ID: 35 | Top 1: 189 | Top 5: [189, 77, 204, 178, 213] | Top-1 Đúng: False | Top-5 Đúng: False
File: 35__M_Right_little_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 156, 262, 46, 107] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_little_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 46, 156, 262, 107] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_middle_finger_CR.BMP | True ID: 35 | Top 1: 208 | Top 5: [208, 35, 75, 170, 127] | Top-1 Đúng: False | Top-5 Đúng: True
File: 35__M_Right_middle_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 232, 252, 227, 105] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_middle_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 213, 286, 98, 89] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_ring_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 102, 252, 261, 96] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_ring_finger_Obl.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 102, 78, 252, 261] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_ring_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 102, 261, 78, 252] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_thumb_finger_CR.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 218, 173, 16, 249] | Top-1 Đúng: True | Top-5 Đúng: True
File: 35__M_Right_thumb_finger_Obl.BMP | True ID: 35 | Top 1: 147 | Top 5: [147, 81, 8, 153, 3] | Top-1 Đúng: False | Top-5 Đúng: False
File: 35__M_Right_thumb_finger_Zcut.BMP | True ID: 35 | Top 1: 35 | Top 5: [35, 173, 221, 218, 16] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_index_finger_CR.BMP | True ID: 36 | Top 1: 225 | Top 5: [225, 199, 196, 208, 168] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_index_finger_Obl.BMP | True ID: 36 | Top 1: 196 | Top 5: [196, 225, 199, 208, 247] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_index_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 77, 156, 36, 15] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_little_finger_CR.BMP | True ID: 36 | Top 1: 196 | Top 5: [196, 199, 118, 243, 278] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_little_finger_Obl.BMP | True ID: 36 | Top 1: 120 | Top 5: [120, 170, 252, 133, 278] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_little_finger_Zcut.BMP | True ID: 36 | Top 1: 180 | Top 5: [180, 30, 126, 251, 190] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_middle_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 36, 31, 100, 96] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_middle_finger_Obl.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 96, 166, 97, 299] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_middle_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 31, 36, 96, 100] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_ring_finger_CR.BMP | True ID: 36 | Top 1: 96 | Top 5: [96, 166, 156, 97, 36] | Top-1 Đúng: False | Top-5 Đúng: True
File: 36__M_Left_ring_finger_Obl.BMP | True ID: 36 | Top 1: 237 | Top 5: [237, 175, 116, 252, 245] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Left_ring_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 96, 166, 97, 156] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_thumb_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 141, 161, 21, 229] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_thumb_finger_Obl.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 141, 161, 163, 152] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Left_thumb_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 141, 161, 163, 21] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_index_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 77, 196, 225, 25] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_index_finger_Obl.BMP | True ID: 36 | Top 1: 31 | Top 5: [31, 36, 36, 290, 97] | Top-1 Đúng: False | Top-5 Đúng: True
File: 36__M_Right_index_finger_Zcut.BMP | True ID: 36 | Top 1: 31 | Top 5: [31, 36, 97, 96, 36] | Top-1 Đúng: False | Top-5 Đúng: True
File: 36__M_Right_little_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 256, 137, 147, 175] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_little_finger_Obl.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 256, 147, 177, 175] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_little_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 256, 147, 137, 175] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_middle_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 236, 239, 133, 189] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_middle_finger_Obl.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 194, 254, 88, 282] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_middle_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 94, 21, 232, 236] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_ring_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 189, 181, 5, 21] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_ring_finger_Obl.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 181, 189, 21, 249] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_ring_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 21, 181, 175, 5] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_thumb_finger_CR.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 79, 8, 126, 227] | Top-1 Đúng: True | Top-5 Đúng: True
File: 36__M_Right_thumb_finger_Obl.BMP | True ID: 36 | Top 1: 50 | Top 5: [50, 95, 218, 205, 263] | Top-1 Đúng: False | Top-5 Đúng: False
File: 36__M_Right_thumb_finger_Zcut.BMP | True ID: 36 | Top 1: 36 | Top 5: [36, 79, 8, 227, 126] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_index_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 82, 178, 146, 162] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_index_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 177, 162, 146, 82] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_index_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 82, 131, 178, 146] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_little_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 168, 80, 66, 117] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_little_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 105, 174, 147, 51] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_little_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 168, 80, 66, 117] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_middle_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 16, 265, 22, 91] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_middle_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 91, 265, 16, 22] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_middle_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 16, 265, 91, 22] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_ring_finger_CR.BMP | True ID: 37 | Top 1: 229 | Top 5: [229, 178, 21, 21, 21] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Left_ring_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 227, 20, 40, 3] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_ring_finger_Zcut.BMP | True ID: 37 | Top 1: 178 | Top 5: [178, 229, 21, 21, 21] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Left_thumb_finger_CR.BMP | True ID: 37 | Top 1: 128 | Top 5: [128, 120, 170, 112, 104] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Left_thumb_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 3, 20, 30, 96] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Left_thumb_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 20, 3, 227, 49] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_index_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 149, 222, 207, 34] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_index_finger_Obl.BMP | True ID: 37 | Top 1: 185 | Top 5: [185, 168, 23, 114, 225] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Right_index_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 149, 222, 34, 207] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_little_finger_CR.BMP | True ID: 37 | Top 1: 159 | Top 5: [159, 91, 147, 191, 293] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Right_little_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 92, 23, 238, 6] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_little_finger_Zcut.BMP | True ID: 37 | Top 1: 159 | Top 5: [159, 191, 172, 91, 147] | Top-1 Đúng: False | Top-5 Đúng: False
File: 37__M_Right_middle_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 251, 78, 170, 283] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_middle_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 283, 116, 251, 104] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_middle_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 283, 251, 116, 78] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_ring_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 23, 114, 3, 210] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_ring_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 3, 23, 114, 210] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_ring_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 23, 3, 114, 210] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_thumb_finger_CR.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 225, 134, 153, 182] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_thumb_finger_Obl.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 129, 225, 182, 142] | Top-1 Đúng: True | Top-5 Đúng: True
File: 37__M_Right_thumb_finger_Zcut.BMP | True ID: 37 | Top 1: 37 | Top 5: [37, 225, 134, 182, 142] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_index_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 247, 145, 288, 225] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_index_finger_Obl.BMP | True ID: 38 | Top 1: 240 | Top 5: [240, 38, 172, 97, 68] | Top-1 Đúng: False | Top-5 Đúng: True
File: 38__M_Left_index_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 247, 225, 288, 168] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_little_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 115, 119, 17, 300] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_little_finger_Obl.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 300, 17, 297, 74] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_little_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 115, 119, 300, 17] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_middle_finger_CR.BMP | True ID: 38 | Top 1: 137 | Top 5: [137, 236, 227, 166, 133] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_middle_finger_Obl.BMP | True ID: 38 | Top 1: 69 | Top 5: [69, 110, 12, 241, 10] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_middle_finger_Zcut.BMP | True ID: 38 | Top 1: 36 | Top 5: [36, 137, 236, 166, 227] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_ring_finger_CR.BMP | True ID: 38 | Top 1: 87 | Top 5: [87, 87, 72, 25, 257] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_ring_finger_Obl.BMP | True ID: 38 | Top 1: 234 | Top 5: [234, 87, 257, 30, 238] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_ring_finger_Zcut.BMP | True ID: 38 | Top 1: 234 | Top 5: [234, 87, 30, 257, 88] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Left_thumb_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 281, 281, 248, 38] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Left_thumb_finger_Obl.BMP | True ID: 38 | Top 1: 21 | Top 5: [21, 2, 38, 281, 232] | Top-1 Đúng: False | Top-5 Đúng: True
File: 38__M_Left_thumb_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 271, 50, 296, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_index_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 106, 217, 280, 142] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_index_finger_Obl.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 106, 280, 217, 82] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_index_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 106, 217, 280, 142] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_little_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 114, 157, 162, 130] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_little_finger_Obl.BMP | True ID: 38 | Top 1: 201 | Top 5: [201, 81, 136, 220, 223] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_little_finger_Zcut.BMP | True ID: 38 | Top 1: 155 | Top 5: [155, 300, 290, 83, 157] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_middle_finger_CR.BMP | True ID: 38 | Top 1: 191 | Top 5: [191, 151, 34, 21, 36] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_middle_finger_Obl.BMP | True ID: 38 | Top 1: 191 | Top 5: [191, 151, 36, 21, 34] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_middle_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 152, 237, 21, 34] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_ring_finger_CR.BMP | True ID: 38 | Top 1: 169 | Top 5: [169, 181, 57, 11, 116] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_ring_finger_Obl.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 89, 289, 85, 239] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_ring_finger_Zcut.BMP | True ID: 38 | Top 1: 35 | Top 5: [35, 258, 75, 31, 208] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_thumb_finger_CR.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 197, 229, 133, 230] | Top-1 Đúng: True | Top-5 Đúng: True
File: 38__M_Right_thumb_finger_Obl.BMP | True ID: 38 | Top 1: 127 | Top 5: [127, 188, 155, 120, 104] | Top-1 Đúng: False | Top-5 Đúng: False
File: 38__M_Right_thumb_finger_Zcut.BMP | True ID: 38 | Top 1: 38 | Top 5: [38, 197, 229, 196, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_index_finger_CR.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 239, 232, 55, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_index_finger_Obl.BMP | True ID: 39 | Top 1: 2 | Top 5: [2, 21, 296, 227, 13] | Top-1 Đúng: False | Top-5 Đúng: False
File: 39__M_Left_index_finger_Zcut.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 232, 239, 73, 55] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_little_finger_CR.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 178, 229, 137, 236] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_little_finger_Obl.BMP | True ID: 39 | Top 1: 251 | Top 5: [251, 68, 279, 51, 111] | Top-1 Đúng: False | Top-5 Đúng: False
File: 39__M_Left_little_finger_Zcut.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 229, 178, 137, 236] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_middle_finger_CR.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 222, 108, 121, 236] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_middle_finger_Obl.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 222, 279, 236, 39] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_middle_finger_Zcut.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 222, 236, 279, 282] | Top-1 Đúng: True | Top-5 Đúng: True
File: 39__M_Left_ring_finger_CR.BMP | True ID: 39 | Top 1: 39 | Top 5: [39, 299, 207, 198, 279] | Top-1 Đúng: True | Top-5 Đúng: True
